Nome da campanha,Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,59,15027,20512,54.49,0.92,1.365009649,56,82,0.372662541,0.287636505,,,9112,2776,,0.01963033,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,37,7593,9977,24.55,0.66,1.313973397,35,46,0.460950876,0.370852962,,,7526,1924,,0.01276076,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,18,5505,7262,16.62,0.92,1.319164396,16,26,0.290644868,0.247865602,,,4459,1352,,0.01229376,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,2552,3360,8.02,1.34,1.31661442,6,8,0.235109718,0.178571429,,,1184,344,,0.02331558,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,9,1456,2093,5.04,0.56,1.4375,9,12,0.618131868,0.430004778,,,806,276,,0.01826214,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,5,1184,1482,4.76,0.95,1.251689189,5,7,0.422297297,0.337381916,,,140,64,,0.07438018,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Piauí,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,760,889,1.80,0.90,1.169736842,2,3,0.263157895,0.224971879,,,270,104,,0.0173089,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Maranhão,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,152,293,0.65,0.65,1.927631579,1,2,0.657894737,0.341296928,,,115,12,,0.05417044,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Goiás,active,adset,Traffic||Branding geral||Dezembro,,,136,183,0.29,,1.345588235,,1,0,,,,10,4,,0.07250505,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Pará,active,adset,Traffic||Branding geral||Dezembro,,,32,59,0.18,,1.84375,,0,0,,,,6,4,,0.04500313,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,8,29,0.09,,3.625,,0,0,,,,22,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,7,7,0.02,,1,,0,0,,,,3,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,1,1,0.00,,1,,0,0,,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Federal District,active,adset,Traffic||Branding geral||Dezembro,,,0,1,0.01,,0,,0,0,,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-25,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,448,623,1.14,1.14,1.390625,1,1,0.223214286,0.160513644,,,258,88,,0.01295545,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,41,2674,4645,16.95,0.41,1.737097981,39,43,1.458489155,0.882669537,,,1202,369,,0.04593496,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,8,302,537,2.29,0.29,1.778145695,7,9,2.317880795,1.489757914,,,160,46,,0.04978261,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,2,3,0.01,,1.5,,0,0,,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Maranhão,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,42,78,0.27,0.27,1.857142857,1,1,2.380952381,1.282051282,,,11,5,,0.054,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,,,68,94,0.44,,1.382352941,,0,0,,,,36,13,,0.03384615,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Piauí,active,adset,Traffic||Branding geral||Dezembro,,,108,165,0.51,,1.527777778,,0,0,,,,46,16,,0.031875,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,0,4,0.01,,0,,0,0,,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,354,682,2.37,1.19,1.926553672,2,2,0.564971751,0.293255132,,,126,43,,0.05511628,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,540,883,3.49,1.16,1.635185185,3,5,0.555555556,0.339750849,,,66,26,,0.13423077,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,9,940,1663,5.54,0.62,1.769148936,8,10,0.85106383,0.541190619,,,606,179,,0.03094972,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,10,1074,2004,8.25,0.83,1.865921788,10,10,0.931098696,0.499001996,,,835,234,,0.03525641,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Pernambuco,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,16,1526,2402,7.95,0.50,1.574049803,16,18,1.048492792,0.666111574,,,362,137,,0.0580292,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,4,4,0.01,,1,,0,0,,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Goiás,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,58,72,0.24,0.12,1.24137931,2,2,3.448275862,2.777777778,,,2,2,,0.12,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-25,Pará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,2,13,0.02,0.02,6.5,1,1,50,7.692307692,,,,,,,2021-12-25,2021-12-25
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,7,7,0.05,,1,,0,0,,,,,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,16,28,0.16,,1.75,,0,0,,,,1,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Pará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,16,41,0.18,0.18,2.5625,1,1,6.25,2.43902439,,,3,3,,0.06,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Maranhão,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,112,232,0.70,0.12,2.071428571,3,6,2.678571429,2.586206897,,,65,20,,0.035,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,328,480,1.31,1.31,1.463414634,1,1,0.304878049,0.208333333,,,116,52,,0.02519231,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Piauí,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,480,592,1.86,1.86,1.233333333,1,2,0.208333333,0.168918919,,,107,48,,0.03875,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,896,1156,5.20,0.87,1.290178571,4,6,0.446428571,0.519031142,,,91,68,,0.07647059,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,5,1000,1429,4.50,0.90,1.429,4,6,0.4,0.349895031,,,234,92,,0.04891304,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,12,1472,2064,7.78,0.65,1.402173913,12,13,0.815217391,0.581395349,,,514,156,,0.04987179,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,18,3624,5092,17.47,0.97,1.405077263,14,31,0.386313466,0.353495679,,,1581,508,,0.03438976,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Pernambuco,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,25,4240,5755,24.24,0.97,1.357311321,24,29,0.566037736,0.434404865,,,932,332,,0.07301205,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,4,4,0.05,,1,,0,0,,,,,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,69,10784,14632,54.80,0.79,1.356824926,61,94,0.565652819,0.471569163,,,4258,1568,,0.03494898,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,2,2,0.02,,1,,0,0,,,,1,1,,0.02,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,28,2284,4126,17.32,0.62,1.80647986,26,31,1.138353765,0.678623364,,,728,264,,0.06560606,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Pernambuco,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,11,1128,1987,8.60,0.78,1.761524823,11,11,0.975177305,0.55359839,,,202,93,,0.09247312,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,10,952,1759,7.62,0.76,1.847689076,10,10,1.050420168,0.568504832,,,572,204,,0.03735294,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,9,718,1264,4.86,0.54,1.760445682,9,10,1.253481894,0.712025316,,,274,111,,0.04378378,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,370,622,2.87,0.96,1.681081081,3,5,0.810810811,0.482315113,,,25,13,,0.22076923,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,296,497,2.11,1.06,1.679054054,2,2,0.675675676,0.402414487,,,60,27,,0.07814815,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,246,423,1.96,0.65,1.719512195,3,3,1.219512195,0.709219858,,,58,26,,0.07538462,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Piauí,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,78,146,0.71,0.71,1.871794872,1,1,1.282051282,0.684931507,,,48,14,,0.05071429,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,,,72,79,0.31,,1.097222222,,0,0,,,,25,9,,0.03444444,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Maranhão,active,adset,Traffic||Branding geral||Dezembro,,,46,73,0.34,,1.586956522,,0,0,,,,2,2,,0.17,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Goiás,active,adset,Traffic||Branding geral||Dezembro,,,50,58,0.28,,1.16,,0,0,,,,11,3,,0.09333333,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,2,13,0.09,0.09,6.5,1,1,50,7.692307692,,,,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Pará,active,adset,Traffic||Branding geral||Dezembro,,,2,6,0.01,,3,,0,0,,,,,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-24,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,2,2,0.02,,1,,0,0,,,,,,,,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,20,5272,6619,23.26,1.16,1.255500759,20,27,0.379362671,0.302160447,,,3248,1064,,0.0218609,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-24,Goiás,active,adset,Traffic||Branding geral||Dezembro,,,120,174,0.70,,1.45,,0,0,,,,7,4,,0.175,2021-12-24,2021-12-24
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,9,644,1251,4.95,0.55,1.942546584,9,9,1.397515528,0.71942446,,,161,72,,0.06875,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,16,26,0.11,,1.625,,0,0,,,,1,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Pernambuco,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,14,3200,4309,20.84,1.49,1.3465625,13,18,0.40625,0.324901369,,,716,308,,0.06766234,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,21,2612,3494,14.76,0.70,1.337672282,21,23,0.803981623,0.601030338,,,958,284,,0.05197183,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,4,936,1401,7.26,1.82,1.496794872,4,8,0.427350427,0.28551035,,,80,80,,0.09075,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,1,1,0.00,,1,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Ceará,active,adset,Traffic||Branding geral||Dezembro,,,508,780,3.14,,1.535433071,,0,0,,,,116,48,,0.06541667,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,464,548,2.43,1.22,1.181034483,2,3,0.431034483,0.364963504,,,111,68,,0.03573529,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Piauí,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,288,381,1.33,0.67,1.322916667,2,3,0.694444444,0.524934383,,,88,44,,0.03022727,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Maranhão,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,148,267,1.21,1.21,1.804054054,1,2,0.675675676,0.374531835,,,64,28,,0.04321429,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Goiás,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,156,256,1.19,1.19,1.641025641,1,1,0.641025641,0.390625,,,33,8,,0.14875,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Pará,active,adset,Traffic||Branding geral||Dezembro,,,28,50,0.22,,1.785714286,,0,0,,,,3,3,,0.07333333,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,4,8,0.06,,2,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,61,8764,12452,59.73,0.98,1.420812414,57,72,0.650387951,0.489881144,,,2759,1088,,0.0548989,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,0,7,0.04,,0,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Federal District,active,adset,Traffic||Branding geral||Dezembro,,,0,1,0.00,,0,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,,,378,604,2.83,,1.597883598,,2,0,,,,20,13,,0.21769231,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,7,276,544,2.14,0.31,1.971014493,7,7,2.536231884,1.286764706,,,80,25,,0.0856,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,182,404,1.49,0.75,2.21978022,2,3,1.098901099,0.495049505,,,36,15,,0.09933333,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Piauí,active,adset,Traffic||Branding geral||Dezembro,,,78,143,0.51,,1.833333333,,1,0,,,,25,6,,0.085,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,,,58,97,0.32,,1.672413793,,0,0,,,,27,6,,0.05333333,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Maranhão,active,adset,Traffic||Branding geral||Dezembro,,,48,95,0.27,,1.979166667,,0,0,,,,1,1,,0.27,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Goiás,active,adset,Traffic||Branding geral||Dezembro,,,40,64,0.32,,1.6,,0,0,,,,6,1,,0.32,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Pará,active,adset,Traffic||Branding geral||Dezembro,,,4,12,0.03,,3,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,4,5,0.00,,1.25,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,14,3440,4632,21.68,1.55,1.346511628,13,19,0.377906977,0.30224525,,,1940,676,,0.03207101,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-23,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,4,860,1241,5.98,1.50,1.443023256,3,4,0.348837209,0.322320709,,,252,108,,0.05537037,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,3,3,0.01,,1,,0,0,,,,,,,,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,9,862,1730,8.28,0.92,2.006960557,9,9,1.044083527,0.520231214,,,410,148,,0.05594595,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Pernambuco,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,7,1050,1940,8.47,1.21,1.847619048,7,8,0.666666667,0.360824742,,,174,65,,0.13030769,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-23,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,29,2038,3874,16.19,0.56,1.900883219,27,30,1.324828263,0.748580279,,,615,224,,0.07227679,2021-12-23,2021-12-23
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Piauí,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,384,394,1.47,0.49,1.026041667,3,3,0.78125,0.76142132,,,101,48,,0.03062723,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Rio Grande do Sul,active,adset,Traffic||Branding geral||Dezembro,,,24,35,0.15,,1.458333333,,0,0,,,,3,,,,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Pará,active,adset,Traffic||Branding geral||Dezembro,,,40,57,0.30,,1.425,,0,0,,,,2,,,,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Maranhão,active,adset,Traffic||Branding geral||Dezembro,,,136,211,0.95,,1.551470588,,0,0,,,,26,8,,0.11875866,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Goiás,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,152,244,1.29,0.65,1.605263158,2,2,1.315789474,0.819672131,,,18,8,,0.16126176,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,1048,1343,6.35,1.06,1.28148855,6,8,0.572519084,0.446760983,,,74,32,,0.19845197,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Rio Grande do Norte,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,448,531,2.79,0.93,1.185267857,2,3,0.446428571,0.564971751,,,142,56,,0.04982506,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Ceará,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,640,910,3.36,1.12,1.421875,3,7,0.46875,0.32967033,,,180,96,,0.03500255,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Minas Gerais,active,adset,Traffic||Branding geral||Dezembro,,,0,1,0.00,,0,,0,0,,,,,,,,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Alagoas,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,1120,1476,5.82,0.97,1.317857143,5,7,0.446428571,0.406504065,,,334,172,,0.03383968,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,7,2552,3381,13.09,1.87,1.32484326,7,11,0.274294671,0.207039337,,,1002,488,,0.02682573,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Sergipe,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,29,3952,5140,22.85,0.79,1.300607287,27,33,0.683198381,0.564202335,,,2459,960,,0.02380382,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Paraná,active,adset,Traffic||Branding geral||Dezembro,,,6,6,0.06,,1,,0,0,,,,,,,,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-22,São Paulo (state),active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,430,638,2.82,0.94,1.48372093,3,3,0.697674419,0.470219436,,,43,23,,0.1226087,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-22,Paraíba,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,5,764,1391,5.07,1.01,1.820680628,5,7,0.654450262,0.35945363,,,245,104,,0.04875,2021-12-22,2021-12-22
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-22,Bahia,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,60,8793,12757,54.21,0.90,1.450813147,58,76,0.659615603,0.470330015,,,2641,1220,,0.04443767,2021-12-22,2021-12-22
