Nome da campanha,Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Início dos relatórios,Término dos relatórios
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,17/11/2021,São Paulo (state),active,adset,Cliques no link,8,1064,1491,7.68,0.96,1.401.315.789,8,13,0.751879699,0.536552649,0,0,192,114,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Sergipe,active,adset,Cliques no link,18,3448,3985,15.51,0.86,1.155.742.459,16,25,0.464037123,0.451693852,0,0,1881,692,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Paraíba,active,adset,Cliques no link,12,2912,3590,13.94,1.16,123.282.967,12,15,0.412087912,0.334261838,0,0,1211,512,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Rio Grande do Sul,active,adset,0,0,4,13,0.06,0,3.25,0,0,0,0,0,0,0,0,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Pará,active,adset,0,0,8,20,0.1,0,2.5,0,0,0,0,0,0,0,0,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Unknown,active,adset,0,0,29,29,0.07,0,1,0,1,0,0,0,0,6,4,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Maranhão,active,adset,Cliques no link,1,72,82,0.36,0.36,1.138.888.889,1,1,1.388.888.889,1.219.512.195,0,0,19,8,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Goiás,active,adset,0,0,124,125,0.82,0,1.008.064.516,0,0,0,0,0,0,40,16,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Rio Grande do Norte,active,adset,Cliques no link,1,172,228,1.01,1.01,1.325.581.395,1,1,0.581395349,0.438596491,0,0,65,26,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Piauí,active,adset,Cliques no link,1,368,379,1.44,1.44,1.029.891.304,1,1,0.27173913,0.263852243,0,0,71,24,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Ceará,active,adset,Cliques no link,3,716,894,3.46,1.15,1.248.603.352,3,4,0.418994413,0.33557047,0,0,210,84,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,São Paulo (state),active,adset,Cliques no link,13,888,1253,6.76,0.52,1.411.036.036,12,17,1.351.351.351,1.037.509.976,0,0,161,90,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Pernambuco,active,adset,Cliques no link,18,3688,4327,20.23,1.12,1.173.264.642,18,26,0.488069414,0.415992605,0,0,703,376,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,17/11/2021,Alagoas,active,adset,Cliques no link,8,1352,1436,6.81,0.85,1.062.130.178,8,9,0.591715976,0.557103064,0,0,357,148,0,17/11/2021,17/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Alagoas,active,adset,Cliques no link,9,1552,1849,7.42,0.82,1.191.365.979,9,11,0.579896907,0.486749594,0,0,424,178,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,São Paulo (state),active,adset,Cliques no link,13,1144,1328,5.76,0.44,1.160.839.161,12,17,1.048.951.049,0.978915663,0,0,240,144,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Sergipe,active,adset,Cliques no link,16,3927,4336,13.43,0.84,1.104.150.751,16,21,0.407435702,0.36900369,0,0,2242,898,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Paraná,active,adset,0,0,4,4,0.02,0,1,0,0,0,0,0,0,0,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Rio Grande do Sul,active,adset,0,0,8,17,0.1,0,2.125,0,0,0,0,0,0,0,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Pará,active,adset,0,0,0,19,0.1,0,0,0,0,0,0,0,0,5,2,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Maranhão,active,adset,0,0,120,147,0.67,0,1.225,0,0,0,0,0,0,48,14,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Goiás,active,adset,0,0,168,174,0.87,0,1.035.714.286,0,0,0,0,0,0,15,10,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Paraíba,active,adset,Cliques no link,15,3015,3849,11.34,0.76,1.276.616.915,14,20,0.464344942,0.389711613,0,0,1188,498,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Piauí,active,adset,Cliques no link,2,432,493,1.39,0.69,1.141.203.704,2,4,0.462962963,0.405679513,0,0,99,58,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Ceará,active,adset,Cliques no link,6,1000,1140,3.65,0.61,1.14,5,7,0.5,0.526315789,0,0,306,130,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Rio Grande do Norte,active,adset,0,0,208,337,1.04,0,1.620.192.308,0,2,0,0,0,0,77,32,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Bahia,active,adset,Cliques no link,54,8528,10016,35.7,0.66,1.174.484.053,53,62,0.621482176,0.53913738,0,0,2292,1018,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Pernambuco,active,adset,Cliques no link,30,5216,5692,22.11,0.74,1.091.257.669,28,37,0.536809816,0.527055517,0,0,1095,604,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Sergipe,active,adset,Cliques no link,14,4592,5022,15.3,1.09,1.093.641.115,13,26,0.283101045,0.278773397,0,0,2462,996,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Paraíba,active,adset,Cliques no link,12,3544,4023,12.59,1.05,1.135.158.014,12,19,0.338600451,0.298284862,0,0,1234,542,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Alagoas,active,adset,Cliques no link,12,1464,1742,6.4,0.53,118.989.071,12,14,0.819672131,0.688863375,0,0,349,182,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,São Paulo (state),active,adset,Cliques no link,11,1072,1290,5.63,0.51,1.203.358.209,9,13,0.839552239,0.852713178,0,0,213,118,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Ceará,active,adset,Cliques no link,6,896,1115,3.65,0.61,1.244.419.643,6,10,0.669642857,0.538116592,0,0,329,132,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Piauí,active,adset,Cliques no link,1,456,478,1.4,1.4,1.048.245.614,1,3,0.219298246,0.209205021,0,0,90,50,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Rio Grande do Norte,active,adset,0,0,332,332,1.05,0,1,0,0,0,0,0,0,70,24,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Goiás,active,adset,Cliques no link,1,104,151,0.67,0.67,1.451.923.077,1,1,0.961538462,0.662251656,0,0,27,14,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Maranhão,active,adset,0,0,128,140,0.6,0,109.375,0,1,0,0,0,0,20,14,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Pará,active,adset,0,0,8,15,0.03,0,1.875,0,0,0,0,0,0,3,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Rio Grande do Sul,active,adset,0,0,13,13,0.04,0,1,0,0,0,0,0,0,0,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Unknown,active,adset,0,0,0,4,0.04,0,0,0,0,0,0,0,0,0,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Pernambuco,active,adset,Cliques no link,17,5095,6267,24.33,1.43,1.230.029.441,17,24,0.333660451,0.271262167,0,0,1226,532,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,16/11/2021,Bahia,active,adset,Cliques no link,39,8479,9833,34.33,0.88,1.159.688.643,37,59,0.436372214,0.396623614,0,0,2244,952,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,16/11/2021,Paraná,active,adset,0,0,2,2,0.02,0,1,0,0,0,0,0,0,0,0,0,16/11/2021,16/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Rio Grande do Norte,active,adset,Cliques no link,3,360,382,1.25,0.42,1.061.111.111,3,4,0.833333333,0.785340314,0,0,126,48,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Pernambuco,active,adset,Cliques no link,40,5895,6998,25.36,0.63,1.187.107.718,39,60,0.661577608,0.571591883,0,0,1628,676,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Sergipe,active,adset,Cliques no link,21,5543,6027,19.63,0.93,1.087.317.337,21,34,0.378856215,0.348432056,0,0,4061,1296,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Paraíba,active,adset,Cliques no link,15,3864,4395,13.4,0.89,113.742.236,14,30,0.362318841,0.341296928,0,0,2131,780,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Alagoas,active,adset,Cliques no link,7,1560,1931,7.01,1,1.237.820.513,6,8,0.384615385,0.362506473,0,0,569,256,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,São Paulo (state),active,adset,Cliques no link,10,1112,1424,5.55,0.55,128.057.554,9,14,0.809352518,0.702247191,0,0,267,116,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Ceará,active,adset,Cliques no link,7,968,1214,3.89,0.56,1.254.132.231,4,11,0.41322314,0.57660626,0,0,397,172,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Piauí,active,adset,0,0,567,567,1.75,0,1,0,1,0,0,0,0,146,84,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Maranhão,active,adset,Cliques no link,3,112,192,0.76,0.25,1.714.285.714,2,4,1.785.714.286,15.625,0,0,55,12,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Paraná,active,adset,0,0,5,5,0.05,0,1,0,0,0,0,0,0,5,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Goiás,active,adset,Cliques no link,2,136,139,0.56,0.28,1.022.058.824,2,2,1.470.588.235,1.438.848.921,0,0,41,28,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Rio Grande do Sul,active,adset,0,0,16,17,0.07,0,10.625,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Pará,active,adset,0,0,0,12,0.07,0,0,0,0,0,0,0,0,2,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Paraná,active,adset,0,0,4,4,0.04,0,1,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Minas Gerais,active,adset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Federal District,active,adset,0,0,1,1,0.01,0,1,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Unknown,active,adset,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,15/11/2021,Bahia,active,adset,Cliques no link,54,9839,10923,38.59,0.71,1.110.173.798,54,76,0.548836264,0.494369679,0,0,4223,1468,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Pará,active,adset,0,0,0,13,0.1,0,0,0,0,0,0,0,0,5,4,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Alagoas,active,adset,Cliques no link,16,1584,1877,7.48,0.47,1.184.974.747,14,23,0.883838384,0.852424081,0,0,529,188,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Minas Gerais,active,adset,0,0,0,3,0.01,0,0,0,0,0,0,0,0,0,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Rio Grande do Sul,active,adset,0,0,0,21,0.07,0,0,0,0,0,0,0,0,1,0,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Maranhão,active,adset,Cliques no link,3,104,154,0.71,0.24,1.480.769.231,2,3,1.923.076.923,1.948.051.948,0,0,35,20,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Goiás,active,adset,Cliques no link,2,96,188,0.84,0.42,1.958.333.333,2,3,2.083.333.333,1.063.829.787,0,0,26,16,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Rio Grande do Norte,active,adset,0,0,304,375,1.04,0,1.233.552.632,0,0,0,0,0,0,136,48,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Piauí,active,adset,Cliques no link,2,497,497,1.74,0.87,1,2,2,0.402414487,0.402414487,0,0,127,64,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Ceará,active,adset,Cliques no link,11,1064,1145,4.04,0.37,107.612.782,10,17,0.939849624,0.96069869,0,0,413,192,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,São Paulo (state),active,adset,Cliques no link,7,1328,1569,7.03,1,1.181.475.904,7,9,0.527108434,0.446144041,0,0,321,144,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Paraíba,active,adset,Cliques no link,18,3191,4195,13.54,0.75,1.314.634.911,17,30,0.532748355,0.429082241,0,0,1944,712,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Sergipe,active,adset,Cliques no link,23,4807,5380,17.09,0.74,1.119.201.165,23,29,0.4784689,0.427509294,0,0,4068,1244,0,15/11/2021,15/11/2021
