Nome da campanha,Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Início dos relatórios,Término dos relatórios
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Pernambuco,active,adset,Cliques no link,48,5799,7021,26.87,0.56,1.210.725.987,41,59,0.707018451,0.683663296,0,0,1659,720,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,15/11/2021,Bahia,active,adset,Cliques no link,56,8798,10289,37,0.66,1.169.470.334,52,73,0.591043419,0.54427058,0,0,4137,1504,0,15/11/2021,15/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Rio Grande do Norte,active,adset,0,0,296,312,0.97,0,1.054.054.054,0,0,0,0,0,0,118,48,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Goiás,active,adset,Cliques no link,3,112,155,1.02,0.34,1.383.928.571,2,3,1.785.714.286,1.935.483.871,0,0,35,16,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Goiás,active,adset,Cliques no link,1,104,187,0.93,0.93,1.798.076.923,1,2,0.961538462,0.534759358,0,0,39,16,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Maranhão,active,adset,Cliques no link,2,88,98,0.28,0.14,1.113.636.364,2,2,2.272.727.273,2.040.816.327,0,0,40,12,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Piauí,active,adset,Cliques no link,2,480,501,1.91,0.95,104.375,2,3,0.416666667,0.399201597,0,0,171,64,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Ceará,active,adset,Cliques no link,11,960,963,3.28,0.3,1.003.125,10,12,1.041.666.667,1.142.263.759,0,0,362,174,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Pará,active,adset,0,0,0,14,0.06,0,0,0,0,0,0,0,0,2,2,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Rio Grande do Sul,active,adset,0,0,24,24,0.05,0,1,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Federal District,active,adset,0,0,0,2,0.01,0,0,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Paraná,active,adset,0,0,6,6,0.03,0,1,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Minas Gerais,active,adset,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Federal District,active,adset,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Pará,active,adset,0,0,8,15,0.05,0,1.875,0,0,0,0,0,0,1,1,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Paraná,active,adset,0,0,8,8,0.05,0,1,0,0,0,0,0,0,4,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Minas Gerais,active,adset,0,0,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Alagoas,active,adset,Cliques no link,9,1280,1705,7.75,0.86,133.203.125,9,13,0.703125,0.527859238,0,0,510,196,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,São Paulo (state),active,adset,Cliques no link,10,1072,1355,5.85,0.58,1.263.992.537,9,12,0.839552239,0.73800738,0,0,204,102,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Maranhão,active,adset,0,0,104,127,0.43,0,1.221.153.846,0,0,0,0,0,0,28,24,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Paraíba,active,adset,Cliques no link,17,2808,3711,13.15,0.77,1.321.581.197,16,21,0.56980057,0.458097548,0,0,1691,628,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Bahia,active,adset,Cliques no link,43,7200,8848,36.36,0.85,1.228.888.889,42,53,0.583333333,0.485985533,0,0,3307,1290,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Rio Grande do Norte,active,adset,Cliques no link,2,264,310,1.02,0.51,1.174.242.424,2,2,0.757575758,0.64516129,0,0,105,46,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Piauí,active,adset,Cliques no link,3,495,495,2.14,0.71,1,3,3,0.606060606,0.606060606,0,0,156,68,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Ceará,active,adset,Cliques no link,4,664,902,3.12,0.78,1.358.433.735,4,5,0.602409639,0.44345898,0,0,322,116,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,São Paulo (state),active,adset,Cliques no link,9,1064,1311,6.04,0.67,1.232.142.857,8,16,0.751879699,0.686498856,0,0,198,102,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Alagoas,active,adset,Cliques no link,5,1288,1634,7.08,1.42,126.863.354,5,5,0.388198758,0.305997552,0,0,504,226,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Paraíba,active,adset,Cliques no link,24,2936,3817,13.41,0.56,130.006.812,21,34,0.715258856,0.628766047,0,0,1732,678,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Sergipe,active,adset,Cliques no link,18,3656,4373,15.69,0.87,1.196.115.974,18,26,0.492341357,0.411616739,0,0,3046,1078,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Sergipe,active,adset,Cliques no link,14,3904,4776,17.83,1.27,1.223.360.656,14,20,0.358606557,0.293132328,0,0,3381,1060,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Pernambuco,active,adset,Cliques no link,23,5168,6420,28.64,1.25,1.242.260.062,23,33,0.44504644,0.358255452,0,0,1475,722,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,14/11/2021,Rio Grande do Sul,active,adset,0,0,0,20,0.05,0,0,0,0,0,0,0,0,1,1,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Pernambuco,active,adset,Cliques no link,33,5088,6115,26.36,0.8,1.201.847.484,31,38,0.60927673,0.539656582,0,0,1646,692,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,14/11/2021,Bahia,active,adset,Cliques no link,51,7408,9085,36.69,0.72,122.637.689,45,66,0.607451404,0.561364887,0,0,3540,1382,0,14/11/2021,14/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,São Paulo (state),active,adset,Cliques no link,4,716,951,5.07,1.27,1.328.212.291,4,6,0.558659218,0.420609884,0,0,103,64,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Paraná,active,adset,0,0,5,5,0.01,0,1,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Bahia,active,adset,Cliques no link,47,7463,8356,33.31,0.71,1.119.656.974,46,62,0.616374112,0.562470081,0,0,2098,839,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Pernambuco,active,adset,Cliques no link,37,5216,6339,28.15,0.76,121.529.908,37,44,0.709355828,0.583688279,0,0,850,408,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Sergipe,active,adset,Cliques no link,23,3928,4268,15.71,0.68,1.086.558.045,23,30,0.585539715,0.538894096,0,0,1722,638,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Paraíba,active,adset,Cliques no link,13,2744,3549,12.92,0.99,1.293.367.347,13,18,0.473760933,0.366300366,0,0,1107,431,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Alagoas,active,adset,Cliques no link,16,1472,1802,7.98,0.5,1.224.184.783,14,18,0.951086957,0.887902331,0,0,329,144,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,São Paulo (state),active,adset,Cliques no link,13,776,931,4.63,0.36,1.199.742.268,10,13,1.288.659.794,1.396.348.013,0,0,146,72,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Ceará,active,adset,Cliques no link,5,768,876,2.99,0.6,1.140.625,5,7,0.651041667,0.570776256,0,0,173,78,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Piauí,active,adset,Cliques no link,5,440,499,1.59,0.32,1.134.090.909,5,5,1.136.363.636,1.002.004.008,0,0,81,41,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Rio Grande do Norte,active,adset,Cliques no link,1,320,343,1.12,1.12,1.071.875,1,2,0.3125,0.29154519,0,0,65,26,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Goiás,active,adset,Cliques no link,1,72,131,0.62,0.62,1.819.444.444,1,1,1.388.888.889,0.763358779,0,0,23,10,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Maranhão,active,adset,Cliques no link,2,56,85,0.3,0.15,1.517.857.143,2,2,3.571.428.571,2.352.941.176,0,0,10,7,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Rio Grande do Sul,active,adset,0,0,16,18,0.04,0,1.125,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Pará,active,adset,0,0,0,11,0.03,0,0,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Ceará,active,adset,Cliques no link,2,740,867,3.35,1.68,1.171.621.622,2,2,0.27027027,0.230680507,0,0,172,79,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Alagoas,active,adset,Cliques no link,8,1444,1616,7.26,0.91,1.119.113.573,8,11,0.55401662,0.495049505,0,0,315,134,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Piauí,active,adset,Cliques no link,1,388,429,1.55,1.55,1.105.670.103,1,4,0.257731959,0.233100233,0,0,57,31,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Minas Gerais,active,adset,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Federal District,active,adset,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Paraná,active,adset,0,0,4,7,0.04,0,1.75,0,0,0,0,0,0,4,1,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Pará,active,adset,0,0,8,11,0.07,0,1.375,0,0,0,0,0,0,1,1,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Rio Grande do Sul,active,adset,0,0,16,17,0.1,0,10.625,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Maranhão,active,adset,Cliques no link,1,64,90,0.43,0.43,140.625,1,1,15.625,1.111.111.111,0,0,21,9,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Goiás,active,adset,Cliques no link,4,136,163,0.91,0.23,1.198.529.412,4,5,2.941.176.471,245.398.773,0,0,42,21,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,13/11/2021,Federal District,active,adset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Bahia,active,adset,Cliques no link,43,6944,7961,35.08,0.82,1.146.457.373,38,61,0.547235023,0.540133149,0,0,1638,677,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Pernambuco,active,adset,Cliques no link,31,4440,5360,26.01,0.84,1.207.207.207,29,46,0.653153153,0.578358209,0,0,783,381,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Sergipe,active,adset,Cliques no link,19,3272,3947,16.65,0.88,1.206.295.844,18,25,0.550122249,0.481378262,0,0,1421,536,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Paraíba,active,adset,Cliques no link,16,2748,3158,12.49,0.78,1.149.199.418,15,22,0.545851528,0.506649778,0,0,866,358,0,13/11/2021,13/11/2021
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,13/11/2021,Rio Grande do Norte,active,adset,Cliques no link,2,220,290,1.03,0.52,1.318.181.818,1,2,0.454545455,0.689655172,0,0,88,27,0,13/11/2021,13/11/2021
