Nome da campanha,Nome do conjunto de anúncios,Dia,Idade,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-18,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,45,5912,7750,44.02,0.98,1.310893099,42,56,0.710419486,0.580645161,,,2488,876,,0.05025456,2021-12-18,2021-12-18
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-18,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,49,10312,13572,60.69,1.24,1.31613654,49,68,0.475174554,0.36103743,,,4779,1700,,0.03570243,2021-12-18,2021-12-18
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-18,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,27,6776,9675,39.06,1.45,1.42783353,24,40,0.354191263,0.279069767,,,3334,1284,,0.03042263,2021-12-18,2021-12-18
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-17,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,20,1600,2787,10.67,0.53,1.741875,20,21,1.25,0.71761751,,,512,216,,0.04939815,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-17,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,27,2870,5217,21.82,0.81,1.817770035,26,29,0.905923345,0.517538815,,,816,339,,0.06436578,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-17,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,1618,2846,14.36,0.62,1.758961681,20,24,1.236093943,0.808151792,,,472,180,,0.07977778,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-17,45-54,active,adset,Traffic||Branding geral||Dezembro,,,96,163,0.78,,1.697916667,,1,0,,,,23,7,,0.11142857,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-17,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,36,5160,7074,41.11,1.14,1.370930233,36,43,0.697674419,0.508905852,,,1895,736,,0.055852,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-17,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,50,9543,12967,58.02,1.16,1.358797024,46,67,0.482028712,0.385594201,,,4253,1664,,0.03486531,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-17,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,29,7332,9828,38.54,1.33,1.340425532,28,41,0.381887616,0.295075295,,,2737,1320,,0.02919489,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-17,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,340,393,2.83,0.94,1.155882353,3,3,0.882352941,0.763358779,,,74,52,,0.0544192,2021-12-17,2021-12-17
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-16,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,42,2946,5224,21.53,0.51,1.773251867,40,43,1.357773252,0.803981623,,,810,322,,0.06686335,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-16,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,17,7776,10363,35.81,2.11,1.332690329,17,32,0.218621399,0.164045161,,,3038,1176,,0.03045068,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-16,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,296,397,3.20,1.07,1.341216216,3,3,1.013513514,0.755667506,,,139,40,,0.08,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-16,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,38,11544,14636,56.49,1.49,1.267844768,36,52,0.311850312,0.25963378,,,4625,1856,,0.03043642,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-16,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,34,5920,7575,39.86,1.17,1.279560811,32,37,0.540540541,0.448844884,,,2112,796,,0.05007538,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-16,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,17,1604,2832,13.38,0.79,1.765586035,17,20,1.059850374,0.600282486,,,393,173,,0.07734104,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-16,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,98,186,0.81,0.81,1.897959184,1,1,1.020408163,0.537634409,,,6,5,,0.162,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-16,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,13,1596,2900,11.61,0.89,1.817042607,13,13,0.814536341,0.448275862,,,501,198,,0.05863636,2021-12-16,2021-12-16
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-15,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,376,446,2.58,0.86,1.186170213,3,4,0.79787234,0.67264574,,,97,40,,0.0645,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-15,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,1794,2859,10.73,0.47,1.593645485,22,24,1.226309922,0.80447709,,,607,246,,0.04361789,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-15,45-54,active,adset,Traffic||Branding geral||Dezembro,,,120,173,0.80,,1.441666667,,0,0,,,,14,6,,0.13333333,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-15,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,70,14032,16784,61.64,0.88,1.196123147,68,86,0.484606613,0.41706387,,,4566,1828,,0.03371991,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-15,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,29,1722,2964,14.88,0.51,1.721254355,27,30,1.567944251,0.978407557,,,443,213,,0.06985915,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-15,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,55,7096,9133,46.04,0.84,1.287063134,52,70,0.732807215,0.60221176,,,2100,944,,0.04877119,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-15,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,32,8832,11260,36.52,1.14,1.27490942,32,48,0.362318841,0.284191829,,,2877,1176,,0.03105442,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-15,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,40,3012,5264,22.52,0.56,1.747675963,38,43,1.261620186,0.759878419,,,837,375,,0.06005333,2021-12-15,2021-12-15
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-14,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,18,1716,2974,12.29,0.68,1.733100233,16,19,0.932400932,0.605245461,,,400,191,,0.06434555,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-14,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,54,12736,16182,61.68,1.14,1.270571608,54,72,0.423994975,0.333704116,,,3834,1680,,0.03671179,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-14,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,25,3608,6015,22.99,0.92,1.667128603,25,32,0.692904656,0.415627598,,,1071,446,,0.05154709,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-14,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,48,6744,9035,44.85,0.93,1.339709371,46,68,0.682087782,0.531267294,,,1761,760,,0.05900915,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-14,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,39,7952,10304,37.77,0.97,1.295774648,38,56,0.477867203,0.378493789,,,2495,1164,,0.03244625,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-14,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,408,461,2.76,0.92,1.129901961,3,3,0.735294118,0.650759219,,,95,52,,0.05307331,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-14,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,18,2684,4093,12.23,0.68,1.524962742,16,20,0.596125186,0.439775226,,,900,365,,0.03350685,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-14,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,104,160,0.82,0.82,1.538461538,1,1,0.961538462,0.625,,,20,8,,0.1025,2021-12-14,2021-12-14
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-13,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,35,6240,8307,41.55,1.19,1.33125,35,51,0.560897436,0.421331407,,,1805,808,,0.05142081,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-13,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,29,3524,5602,21.47,0.74,1.589670829,29,39,0.82292849,0.51767226,,,880,375,,0.05726402,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-13,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,28,2673,3943,11.94,0.43,1.475121586,27,34,1.01010101,0.710119199,,,734,311,,0.03840172,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-13,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,22,1785,2997,13.34,0.61,1.678991597,22,25,1.232492997,0.734067401,,,322,147,,0.09074336,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-13,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,121,191,0.98,0.98,1.578512397,1,1,0.826446281,0.523560209,,,11,7,,0.14054066,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-13,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,418,460,3.11,1.04,1.100478469,3,3,0.717703349,0.652173913,,,80,48,,0.064891,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-13,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,36,8971,11689,40.58,1.13,1.302976257,34,49,0.378998997,0.307981863,,,3272,1368,,0.02966178,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-13,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,46,11319,15518,58.21,1.27,1.370969167,45,70,0.397561622,0.296429952,,,4555,1852,,0.03143083,2021-12-13,2021-12-13
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-12,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,62,14999,18865,61.98,1.00,1.257750517,57,82,0.380025335,0.328650941,,,8702,2900,,0.02137201,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-12,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,17,1905,3289,14.64,0.86,1.726509186,17,21,0.892388451,0.51687443,,,630,239,,0.06125222,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-12,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,38,7800,9643,41.68,1.10,1.236282051,37,52,0.474358974,0.394068236,,,3732,1272,,0.03276808,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-12,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,359,494,2.64,1.32,1.376044568,2,2,0.557103064,0.4048583,,,151,76,,0.03474057,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-12,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,129,238,1.26,0.63,1.84496124,2,3,1.550387597,0.840336134,,,39,15,,0.08369256,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-12,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,28,10640,13327,39.50,1.41,1.252537594,27,51,0.253759398,0.210099797,,,5743,1744,,0.02264902,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-12,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,19,2199,3407,11.05,0.58,1.549340609,17,23,0.773078672,0.557675374,,,1031,365,,0.03027258,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-12,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,3244,5402,20.08,0.87,1.665228113,23,33,0.709001233,0.425768234,,,1276,483,,0.04156488,2021-12-12,2021-12-12
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-11,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,367,458,3.03,1.51,1.247956403,2,3,0.544959128,0.436681223,,,157,50,,0.06053882,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-11,45-54,active,adset,Traffic||Branding geral||Dezembro,,,106,144,0.69,,1.358490566,,0,0,,,,16,10,,0.06851815,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-11,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,47,6575,8520,42.34,0.90,1.29581749,42,64,0.63878327,0.551643192,,,2559,914,,0.04631992,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-11,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,33,9472,11908,39.10,1.18,1.257179054,33,54,0.34839527,0.277124622,,,3510,1254,,0.03117659,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-11,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,12,1433,2172,10.57,0.88,1.515701326,11,17,0.767620377,0.552486188,,,251,120,,0.08811912,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-11,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,15,2262,3130,11.04,0.74,1.383731211,15,23,0.663129973,0.479233227,,,502,210,,0.05259389,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-11,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,10,2643,3874,15.16,1.52,1.465758608,9,11,0.340522134,0.258131131,,,614,246,,0.06160897,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-11,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,55,13412,16885,62.26,1.13,1.258947211,54,85,0.402624515,0.325732899,,,5420,1960,,0.03176593,2021-12-11,2021-12-11
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-10,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,2,281,302,2.07,1.03,1.074733096,2,3,0.711743772,0.662251656,,,39,27,,0.07652568,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-10,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,43,8425,10517,45.14,1.05,1.248308605,42,59,0.49851632,0.408861843,,,3059,1191,,0.03789697,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-10,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,5971,7396,26.71,1.16,1.238653492,18,35,0.301457042,0.310978908,,,1985,768,,0.03477873,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-10,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,4475,5527,29.51,1.28,1.235083799,23,34,0.51396648,0.416138954,,,1252,501,,0.0588991,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-10,45-54,active,adset,Traffic||Branding geral||Dezembro,,,52,56,0.25,,1.076923077,,0,0,,,,30,14,,0.01785714,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-10,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,6,1664,1791,6.52,1.09,1.076322115,6,8,0.360576923,0.335008375,,,1250,508,,0.01283465,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-10,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,3,962,1039,4.88,1.63,1.08004158,3,6,0.311850312,0.288739172,,,786,281,,0.01736655,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-10,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,5,2007,2148,8.28,1.66,1.070254111,5,7,0.249128052,0.232774674,,,1569,664,,0.01246988,2021-12-10,2021-12-10
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-09,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,14,2232,2339,11.31,0.81,1.047939068,14,19,0.627240143,0.598546387,,,131,63,,0.17952381,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-09,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,24,3378,3578,10.33,0.43,1.059206631,22,32,0.651272943,0.670765791,,,315,137,,0.07540146,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-09,45-54,active,adset,Traffic||Branding geral||Dezembro,,,98,104,0.64,,1.06122449,,0,0,,,,2,2,,0.32,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_confra||All_cities||traffic,2021-12-09,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,23,4598,4833,17.00,0.74,1.051109178,22,31,0.4784689,0.475894889,,,314,160,,0.10625,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-09,35-44,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,13,2162,2319,12.54,0.96,1.072617946,12,14,0.555041628,0.56058646,,,116,72,,0.17416667,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-09,25-34,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,26,4060,4296,16.81,0.65,1.058128079,26,34,0.640394089,0.605214153,,,320,159,,0.10572327,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-09,45-54,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,1,140,156,0.89,0.89,1.114285714,1,1,0.714285714,0.641025641,,,12,6,,0.14833333,2021-12-09,2021-12-09
Traffic||Branding geral||Dezembro,QD_Natal||All_cities||traffic,2021-12-09,18-24,active,adset,Traffic||Branding geral||Dezembro,Cliques no link,11,3164,3344,9.92,0.90,1.056890013,11,19,0.347661188,0.328947368,,,304,147,,0.06748299,2021-12-09,2021-12-09
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-07,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,25,4,,0,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-07,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,2,2,,0,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-07,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,18,14,,0,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-07,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,4,4,,0,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-07,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,4,4,,0,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-07,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,6,,,,2021-12-07,2021-12-07
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-06,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,15,12,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-06,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,21,8,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-06,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,37,14,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-06,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,33,6,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-06,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,29,16,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-06,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,51,12,,0,2021-12-06,2021-12-06
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-05,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,80,12,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-05,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,73,20,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-05,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,37,4,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-05,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,84,20,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-05,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,96,28,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-05,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,39,20,,0,2021-12-05,2021-12-05
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-04,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,53,8,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-04,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,84,32,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-04,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,96,24,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-04,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,55,28,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-04,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,122,40,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-04,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,80,32,,0,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-04,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,3,,,,2021-12-04,2021-12-04
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-03,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,78,28,,0,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-03,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,105,28,,0,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-03,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,128,36,,0,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-03,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,55,20,,0,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-03,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,3,,,,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-03,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,2,,,,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-03,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,146,48,,0,2021-12-03,2021-12-03
