Nome da campanha,Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,904,1236,7.53,1.26,1.367256637,5,8,0.553097345,0.485436893,0,0,144,52,0.01,0.14480769,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,4,992,1087,5.74,1.44,1.095766129,3,7,0.302419355,0.367985281,0,0,307,132,0.01,0.04348485,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,5,632,772,3.49,0.70,1.221518987,5,5,0.791139241,0.647668394,0,0,197,100,0.01,0.0349,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,196,236,1.13,0.57,1.204081633,2,2,1.020408163,0.847457627,0,0,64,24,0.01,0.04708333,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,4,224,233,1.06,0.27,1.040178571,2,4,0.892857143,1.716738197,0,0,58,16,0.01,0.06625,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,124,133,0.82,0.00,1.072580645,0,2,0,0,0,0,24,20,0.01,0.041,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,60,75,0.30,0.00,1.25,0,0,0,0,0,0,9,8,0.01,0.0375,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,464,623,3.18,3.18,1.342672414,1,2,0.215517241,0.160513644,0,0,176,74,0.01,0.04296925,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,15,3480,4147,22.68,1.51,1.191666667,15,21,0.431034483,0.361707258,0,0,827,352,0.01,0.06443182,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,16,0.10,0.00,1,0,0,0,0,0,0,1,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,5,0.02,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,4,0.04,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Federal District,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.00,0.00,0,0,0,0,0,0,0,1,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,5,0.09,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,24,31,0.16,0.00,1.291666667,0,0,0,0,0,0,1,0,0.01,0,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,208,251,1.23,0.00,1.206730769,0,0,0,0,0,0,72,26,0.01,0.0473036,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,36,53,0.43,0.00,1.472222222,0,0,0,0,0,0,7,4,0.01,0.1074907,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,16,3080,3807,17.25,1.08,1.236038961,15,16,0.487012987,0.420278434,0,0,2621,852,0.01,0.02024648,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,21,6424,7820,39.63,1.89,1.217310087,20,27,0.311332503,0.268542199,0,0,2694,976,0.01,0.04060451,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,132,198,0.92,0.00,1.5,0,1,0,0,0,0,58,18,0.01,0.05110669,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,23,3415,4276,25.14,1.09,1.252122987,22,28,0.644216691,0.537885875,0,0,760,354,0.01,0.0710108,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,960,1187,6.40,1.07,1.236458333,6,6,0.625,0.50547599,0,0,332,130,0.01,0.04922651,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,33,5387,6823,35.48,1.08,1.266567663,30,45,0.556896232,0.483658215,0,0,2225,844,0.01,0.04203428,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,112,163,1.18,1.18,1.455357143,1,1,0.892857143,0.613496933,0,0,16,16,0.01,0.07374362,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,16,2995,3462,18.20,1.14,1.155926544,16,24,0.534223706,0.462160601,0,0,2231,728,0.01,0.02499784,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,8,1208,1879,11.32,1.41,1.555463576,8,12,0.662251656,0.425758382,0,0,201,124,0.01,0.09128242,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,9,1992,2583,11.68,1.30,1.296686747,8,16,0.401606426,0.348432056,0,0,939,358,0.01,0.03262288,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,4,632,701,4.88,1.22,1.109177215,4,5,0.632911392,0.570613409,0,0,265,100,0.01,0.04879152,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,23,4791,5689,42.35,1.84,1.187434774,21,35,0.438321853,0.404288979,0,0,1604,664,0.01,0.0637841,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,17,2416,2692,21.23,1.25,1.114238411,16,20,0.662251656,0.631500743,0,0,603,306,0.01,0.06936703,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,17,2416,2663,17.35,1.02,1.102235099,17,19,0.703642384,0.638377769,0,0,1216,486,0.01,0.03569339,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,5,1548,1884,10.89,2.18,1.217054264,5,6,0.322997416,0.265392781,0,0,709,316,0.01,0.03445604,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,10,1072,1484,12.31,1.23,1.384328358,10,13,0.932835821,0.673854447,0,0,329,128,0.01,0.09615517,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,273,273,1.58,0.79,1,2,3,0.732600733,0.732600733,0,0,47,30,0.01,0.05265752,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,236,302,1.81,0.60,1.279661017,3,4,1.271186441,0.993377483,0,0,115,52,0.01,0.03480164,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,124,166,1.35,0.00,1.338709677,0,0,0,0,0,0,36,32,0.01,0.04218017,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,32,51,0.51,0.51,1.59375,1,1,3.125,1.960784314,0,0,23,4,0.01,0.12747785,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,25,25,0.18,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,12,18,0.14,0.14,1.5,1,1,8.333333333,5.555555556,0,0,4,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Federal District,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,80,87,0.49,0.00,1.0875,0,0,0,0,0,0,18,10,0.01,0.04899149,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-26,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,3,3,0.03,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,10,1828,2200,12.01,1.20,1.203501094,10,11,0.547045952,0.454545455,0,0,778,320,0.01,0.03753125,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,288,344,1.94,1.94,1.194444444,1,1,0.347222222,0.290697674,0,0,125,50,0.01,0.0388,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,31,5376,6309,43.74,1.41,1.173549107,28,38,0.520833333,0.491361547,0,0,1947,878,0.01,0.04981777,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,11,2376,2736,17.31,1.57,1.151515152,10,13,0.420875421,0.402046784,0,0,1401,550,0.01,0.03147273,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,16,2192,2511,20.10,1.26,1.145529197,16,20,0.729927007,0.637196336,0,0,625,252,0.01,0.0797619,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,856,1085,8.82,2.94,1.267523364,3,5,0.35046729,0.276497696,0,0,209,88,0.01,0.10022727,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,688,748,5.37,1.79,1.087209302,3,3,0.436046512,0.401069519,0,0,267,100,0.01,0.0537,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,192,231,1.47,0.74,1.203125,2,3,1.041666667,0.865800866,0,0,50,22,0.01,0.06681818,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,128,139,1.04,0.52,1.0859375,2,2,1.5625,1.438848921,0,0,43,8,0.01,0.13,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,64,88,0.63,0.00,1.375,0,0,0,0,0,0,20,16,0.01,0.039375,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,24,33,0.27,0.27,1.375,1,1,4.166666667,3.03030303,0,0,25,6,0.01,0.045,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,27,0.13,0.00,1.6875,0,0,0,0,0,0,3,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,19,19,0.19,0.00,1,0,0,0,0,0,0,1,1,0.01,0.19,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-26,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,2,2,0.01,0,2021-11-26,2021-11-26,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,392,462,2.48,0.00,1.178571429,0,0,0,0,0,0,86,40,0.01,0.062,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,112,135,0.79,0.79,1.205357143,1,2,0.892857143,0.740740741,0,0,27,18,0.01,0.04388889,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,176,197,1.51,0.76,1.119318182,2,2,1.136363636,1.015228426,0,0,29,22,0.01,0.06863636,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,188,218,1.33,1.33,1.159574468,1,1,0.531914894,0.458715596,0,0,20,14,0.01,0.095,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,33,5400,6626,40.17,1.22,1.227037037,31,49,0.574074074,0.498038032,0,0,1378,636,0.01,0.06316038,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,712,888,5.36,5.36,1.247191011,1,3,0.140449438,0.112612613,0,0,194,66,0.01,0.08121212,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,10,1220,1635,11.84,1.18,1.340163934,9,12,0.737704918,0.611620795,0,0,181,88,0.01,0.13454545,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,9,1872,2216,11.63,1.29,1.183760684,9,15,0.480769231,0.406137184,0,0,612,264,0.01,0.04405303,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,10,2476,2896,16.32,1.63,1.169628433,10,14,0.403877221,0.345303867,0,0,1148,472,0.01,0.03457627,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,20,31,0.25,0.00,1.55,0,1,0,0,0,0,14,4,0.01,0.0625,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,28,42,0.24,0.00,1.5,0,0,0,0,0,0,4,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,4,0.02,0.00,1,0,0,0,0,0,0,4,4,0.01,0.005,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,24,27,0.13,0.00,1.125,0,0,0,0,0,0,3,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,6,0.06,0.00,1.5,0,0,0,0,0,0,0,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,5,0.04,0.00,1.25,0,0,0,0,0,0,4,2,0.01,0.02,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Federal District,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,3,0.02,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,12,28,0.21,0.21,2.333333333,1,1,8.333333333,3.571428571,0,0,14,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,18,18,0.17,0.17,1,1,1,5.555555556,5.555555556,0,0,1,1,0.01,0.17,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,40,43,0.22,0.00,1.075,0,0,0,0,0,0,4,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,2,2,0.02,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-25,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,12,2732,3089,20.23,1.69,1.130673499,12,19,0.439238653,0.388475235,0,0,460,220,0.01,0.09195455,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,141,141,0.65,0.65,1,1,1,0.709219858,0.709219858,0,0,57,32,0.01,0.0203125,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,14,2984,3482,18.48,1.32,1.16689008,13,18,0.435656836,0.402067777,0,0,1520,620,0.01,0.02980645,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,104,162,1.18,1.18,1.557692308,1,1,0.961538462,0.617283951,0,0,19,10,0.01,0.118,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,180,247,1.05,1.05,1.372222222,1,1,0.555555556,0.4048583,0,0,49,20,0.01,0.0525,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,488,587,2.97,0.99,1.202868852,3,4,0.614754098,0.511073254,0,0,136,58,0.01,0.0512069,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,7,740,833,4.52,0.65,1.125675676,7,9,0.945945946,0.840336134,0,0,161,68,0.01,0.06647059,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,12,828,1196,8.04,0.67,1.444444444,11,16,1.328502415,1.003344482,0,0,101,66,0.01,0.12181818,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,12,1960,2534,13.03,1.09,1.292857143,11,22,0.56122449,0.47355959,0,0,750,310,0.01,0.04203226,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,23,2448,2901,18.99,0.83,1.18504902,20,28,0.816993464,0.792830059,0,0,460,212,0.01,0.08957547,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-25,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,36,6532,7669,42.89,1.19,1.174066136,35,44,0.535823637,0.46942235,0,0,1693,726,0.01,0.05907713,2021-11-25,2021-11-25,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,100,100,0.47,0.00,1,0,0,0,0,0,0,28,12,0.01,0.03916667,2021-11-24,2021-11-24,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,14,0.08,0.00,3.5,0,0,0,0,0,0,2,0,0.01,0,2021-11-24,2021-11-24,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,20,22,0.07,0.00,1.1,0,0,0,0,0,0,0,0,0.01,0,2021-11-24,2021-11-24,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,62,62,0.27,0.00,1,0,0,0,0,0,0,13,13,0.01,0.02076923,2021-11-24,2021-11-24,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,1,0,0.01,0,2021-11-24,2021-11-24,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-24,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,140,157,1.20,0.40,1.121428571,3,4,2.142857143,1.910828025,0,0,56,24,0.01,0.05,2021-11-24,2021-11-24,0
