Nome da campanha,Nome do conjunto de anúncios,Dia,Região,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-30,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,8,2436,2957,10.70,1.34,1.213875205,8,14,0.328407225,0.270544471,0,0,988,402,0.01,0.02661428,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-30,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,20,3600,4475,19.94,1.00,1.243055556,19,26,0.527777778,0.446927374,0,0,898,382,0.01,0.05219378,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-30,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,8,3100,3731,14.97,1.87,1.203548387,8,12,0.258064516,0.214419727,0,0,1710,672,0.01,0.02227458,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,15,3440,4213,18.54,1.24,1.224709302,15,18,0.436046512,0.356040826,0,0,790,352,0.01,0.05267045,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,124,167,0.58,0.58,1.346774194,1,1,0.806451613,0.598802395,0,0,30,4,0.01,0.145,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,3,0.00,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,10,10,0.05,0.00,1,0,0,0,0,0,0,1,0,0.01,0,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,33,0.17,0.00,2.0625,0,1,0,0,0,0,2,0,0.01,0,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,88,113,0.48,0.00,1.284090909,0,0,0,0,0,0,11,8,0.01,0.06,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,14,3232,3794,15.80,1.13,1.173886139,12,16,0.371287129,0.36900369,0,0,1694,616,0.01,0.02564935,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,112,138,0.63,0.00,1.232142857,0,0,0,0,0,0,7,4,0.01,0.1575,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,232,291,1.23,0.00,1.254310345,0,0,0,0,0,0,64,32,0.01,0.0384375,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,636,725,2.83,0.00,1.139937107,0,0,0,0,0,0,199,100,0.01,0.0283,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,4,792,1060,4.90,1.23,1.338383838,3,5,0.378787879,0.377358491,0,0,177,100,0.01,0.049,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,868,1282,5.73,2.87,1.476958525,2,6,0.230414747,0.15600624,0,0,143,56,0.01,0.10232143,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-30,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,18,2616,3295,11.89,0.66,1.259556575,18,20,0.688073394,0.546282246,0,0,928,464,0.01,0.025625,2021-11-30,2021-11-30,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,19,3852,4610,17.94,0.94,1.196780893,17,28,0.44132918,0.412147505,0,0,1955,792,0.01,0.02265152,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,156,191,0.77,0.00,1.224358974,0,0,0,0,0,0,21,16,0.01,0.048125,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,16,2868,3777,13.95,0.87,1.316945607,16,20,0.557880056,0.423616627,0,0,1144,536,0.01,0.02602612,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,976,1384,6.48,2.16,1.418032787,3,4,0.307377049,0.216763006,0,0,134,100,0.01,0.0648,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,5,1136,1278,5.26,1.05,1.125,5,6,0.440140845,0.391236307,0,0,344,172,0.01,0.0305814,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,700,896,3.44,0.57,1.28,5,8,0.714285714,0.669642857,0,0,237,144,0.01,0.02388889,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,256,318,1.22,0.61,1.2421875,2,2,0.78125,0.628930818,0,0,66,60,0.01,0.02033333,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,25,7247,8721,36.84,1.47,1.203394508,23,38,0.317372706,0.286664373,0,0,1926,914,0.01,0.04030268,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,88,133,0.66,0.66,1.511363636,1,1,1.136363636,0.751879699,0,0,20,8,0.01,0.0825,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,92,106,0.35,0.00,1.152173913,0,0,0,0,0,0,14,4,0.01,0.0875,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,28,37,0.16,0.00,1.321428571,0,0,0,0,0,0,3,3,0.01,0.05333333,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,6,6,0.01,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,2,0.02,0.00,0,0,0,0,0,0,0,1,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Federal District,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,1,1,0.01,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,11,4368,5102,22.42,2.04,1.168040293,10,24,0.228937729,0.215601725,0,0,805,396,0.01,0.05661102,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,15,3776,4854,20.71,1.38,1.285487288,14,23,0.370762712,0.309023486,0,0,851,416,0.01,0.04978365,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-29,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,34,7608,9140,37.15,1.09,1.201366982,34,50,0.446898002,0.371991247,0,0,2094,996,0.01,0.0372992,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,208,254,0.87,0.00,1.221153846,0,0,0,0,0,0,60,22,0.01,0.03954186,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,16,3868,4489,17.53,1.10,1.160548087,15,24,0.387797311,0.356426821,0,0,1811,744,0.01,0.02355969,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Unknown,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,2,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,2,2,0.00,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,24,0.10,0.00,1.5,0,0,0,0,0,0,0,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,48,53,0.23,0.00,1.104166667,0,0,0,0,0,0,2,0,0.01,0,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,72,103,0.33,0.00,1.430555556,0,0,0,0,0,0,29,12,0.01,0.0274975,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,132,202,1.00,0.50,1.53030303,1,2,0.757575758,0.99009901,0,0,20,20,0.01,0.04999546,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,616,764,2.94,2.94,1.24025974,1,1,0.162337662,0.130890052,0,0,172,82,0.01,0.0358504,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,9,1276,1482,6.11,0.68,1.161442006,9,13,0.705329154,0.607287449,0,0,288,158,0.01,0.03866737,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,11,1340,1934,8.39,0.76,1.443283582,11,14,0.820895522,0.56876939,0,0,184,128,0.01,0.06554092,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,2756,3265,12.02,2.00,1.184687954,6,10,0.217706821,0.183767228,0,0,978,404,0.01,0.02974977,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-29,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,344,373,1.30,1.30,1.084302326,1,1,0.290697674,0.268096515,0,0,78,46,0.01,0.0282583,2021-11-29,2021-11-29,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,20,4472,5124,22.74,1.14,1.145796064,17,31,0.380143113,0.390320062,0,0,1215,564,0.01,0.04031915,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Federal District,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,1,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,14,3616,4228,16.61,1.19,1.169247788,14,22,0.387168142,0.331125828,0,0,2905,1016,0.01,0.01634843,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,7,2512,3140,11.55,1.65,1.25,6,14,0.238853503,0.222929936,0,0,1550,508,0.01,0.02273622,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,1372,1801,8.26,1.38,1.312682216,6,8,0.437317784,0.333148251,0,0,240,120,0.01,0.06883333,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,7,1248,1459,6.54,0.93,1.169070513,6,7,0.480769231,0.479780672,0,0,495,172,0.01,0.03802326,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,3,704,839,3.45,1.15,1.191761364,3,6,0.426136364,0.357568534,0,0,295,152,0.01,0.02269737,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,336,336,1.10,1.10,1,1,2,0.297619048,0.297619048,0,0,112,60,0.01,0.01833333,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,260,261,0.86,0.00,1.003846154,0,0,0,0,0,0,103,40,0.01,0.0215,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,140,182,0.88,0.88,1.3,1,1,0.714285714,0.549450549,0,0,40,20,0.01,0.044,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,88,110,0.38,0.00,1.25,0,0,0,0,0,0,18,12,0.01,0.03166667,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,44,0.21,0.00,2.75,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,12,30,0.16,0.00,2.5,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,4,7,0.07,0.00,1.75,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Paraná,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,0,5,0.01,0.00,0,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,48,7808,9445,40.55,0.84,1.209656762,46,65,0.589139344,0.5082054,0,0,3935,1284,0.01,0.031581,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Rio Grande do Sul,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,8,11,0.08,0.00,1.375,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,16,31,0.13,0.00,1.9375,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,93,93,0.39,0.00,1,0,0,0,0,0,0,10,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Goiás,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,132,132,0.73,0.00,1,0,0,0,0,0,0,20,4,0.01,0.1825,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Rio Grande do Norte,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,176,222,0.83,0.00,1.261363636,0,0,0,0,0,0,89,44,0.01,0.01886364,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Piauí,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,276,276,1.02,0.00,1,0,0,0,0,0,0,65,44,0.01,0.02318182,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Bahia,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,43,7264,8659,40.24,0.94,1.192042952,40,61,0.550660793,0.49659314,0,0,3590,1168,0.01,0.03445205,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Ceará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,2,776,946,3.32,1.66,1.219072165,2,3,0.257731959,0.21141649,0,0,351,136,0.01,0.02441176,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Alagoas,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,6,1128,1261,5.63,0.94,1.117907801,5,8,0.443262411,0.475812847,0,0,447,184,0.01,0.03059783,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,São Paulo (state),recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,10,1040,1349,6.43,0.64,1.297115385,10,17,0.961538462,0.741289844,0,0,189,72,0.01,0.08930556,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,12,3176,3779,12.75,1.06,1.189861461,12,17,0.377833753,0.317544324,0,0,1930,640,0.01,0.01992188,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Sergipe,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,13,4056,4591,17.20,1.32,1.131903353,13,17,0.320512821,0.28316271,0,0,3697,1072,0.01,0.01604478,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-28,Pernambuco,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,14,4252,5326,23.63,1.69,1.252587018,14,20,0.32925682,0.262861434,0,0,1137,524,0.01,0.04509542,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-28,Minas Gerais,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,2,2,0.01,0.00,1,0,0,0,0,0,0,0,0,0.01,0,2021-11-28,2021-11-28,0
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-11-27,Maranhão,recently_completed,adset,Traffic||Branding geral||Novembro,0,0,36,48,0.15,0.00,1.333333333,0,0,0,0,0,0,1,1,0.01,0.14998702,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Pará,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,1,28,41,0.21,0.21,1.464285714,1,1,3.571428571,2.43902439,0,0,9,9,0.01,0.02333333,2021-11-27,2021-11-27,0
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-11-27,Paraíba,recently_completed,adset,Traffic||Branding geral||Novembro,Cliques no link,9,2624,3099,13.84,1.54,1.181021341,9,11,0.342987805,0.290416263,0,0,1192,512,0.01,0.02703125,2021-11-27,2021-11-27,0
